Obstacle Density,Mobility (m/s),Frequency (GHz),Transmit Power (dBm),Number of Antennas,Codebook Size,Bandwidth (MHz),Interference Level (dB),SIFT Keypoints,Beamforming Gain (dB),Latency (ms),Energy Consumption (kWh/Gb),Throughput (Mbps),Beam Training Time (s),SNR Improvement (dB),Processing Time (ms),Memory Usage (MB),Environment_Outdoor,Device Type_IoT Sensor,Device Type_Smartphone,Optimized
2,2.982418083663503,60,12.468430172066647,512,128,100,-92.91913775066914,188,19.50196178853659,1.0533539380319032,0.03315748704821428,196.04247399439183,0.0955837891309273,11.005907815754785,4.859010131327322,311,False,False,True,0
4,1.985517569548136,150,11.89152759760277,256,128,100,-94.87518354053935,245,11.587005391362098,6.3319667985861345,0.03588671088203942,930.887952284971,0.07147068369384639,5.1778293981536585,3.939985753178293,462,True,False,True,0
1,1.6733502521100747,150,19.038534968850964,128,256,100,-73.22675251715229,281,19.428160463182916,8.62665521436313,0.037475443135270264,824.5101691735513,0.17276407300319932,6.879513446091638,1.2474456975331751,400,False,False,False,0
5,2.191951530717738,150,12.304198961810808,256,32,100,-95.7428181721959,356,11.425603609774292,4.212098984572794,0.041056132880884125,307.0773175780017,0.12278651114818297,9.874878428953826,3.9785257754161933,495,False,False,True,0
9,1.3956168368511546,100,24.62696105515508,512,128,200,-84.8527416054958,288,11.424304711274965,1.9746042083462514,0.02245356971717666,330.3826829586975,0.10842044391535104,13.474999567728736,1.0961542236234334,179,True,False,True,0
1,0.18042702780235564,28,15.656881270414996,128,128,100,-62.770151201846204,339,20.922750357827233,4.787895247688855,0.03271107825727513,128.81624798750585,0.151242041345367,18.222121650444073,3.601293292469622,390,False,False,True,0
9,1.6868904476337294,100,32.39244907998431,256,256,400,-51.77839102160096,458,14.862027607491946,7.543940041526562,0.04926316119058378,367.04570642113686,0.16496079664470478,16.866711773021592,1.841931345170635,495,False,False,True,0
8,2.8728758535161405,100,29.587502021131417,512,64,100,-64.10647097240357,486,24.661344215706215,1.9657108933360528,0.04592576682660629,626.1598080220182,0.1403538995303167,13.300005086341557,3.785768836150231,260,False,False,False,1
6,0.5259088270729789,60,27.492630152486903,64,32,50,-50.368722577356486,295,10.560294046533324,2.8544370419160097,0.048106617123934665,478.7590495480014,0.09360120053387701,6.108056268612014,2.2391182665911846,352,False,False,True,0
7,2.070014672461997,60,25.42360068461255,64,128,400,-65.08310143602986,396,16.676599955769912,2.3279666214582995,0.025445455941142857,972.3299173477128,0.08206677060771561,9.28859435592468,4.492025231822259,437,True,False,False,1
3,0.6028010659771694,60,31.586643258536583,256,256,200,-85.31027646728363,264,11.697039065110355,8.172529800177024,0.04147712423586647,150.47215233730378,0.15661633827181343,10.500629718383658,2.347655346365842,188,False,True,False,0
1,1.607483053419244,28,15.576551538568921,256,256,400,-66.39737297473191,406,15.27068450137163,1.5660336020723815,0.03479591807041391,632.2871430091095,0.10840236052165435,14.325757778057639,3.478783421617188,492,True,False,False,1
5,0.29002934894015886,28,31.827721069105692,64,256,400,-64.8921617401548,370,24.97333675913576,7.179278519029896,0.013309403322489644,872.4784964563432,0.14383335491830151,5.9738543446976164,2.1437102386159532,143,False,False,False,0
2,1.3511128087745554,60,29.737307460601308,512,128,400,-81.41365076917697,107,23.33263767607798,4.298112286778722,0.04295921556628262,532.6668211687504,0.17917576992530487,12.9529033175071,4.6688861805687125,356,False,False,True,1
5,2.268489986685738,60,28.704020659692137,512,32,50,-99.11430746953054,137,10.724866132830954,7.802121185967721,0.03708405105429458,102.66644850435713,0.1840192205999736,18.521968642170606,4.123983924112689,322,False,True,False,0
8,1.0427145727169462,28,24.0313919518731,512,64,50,-64.84001076122566,213,18.44883765738525,9.67945076905634,0.01795669438061067,318.52134984364767,0.0627659714557088,15.581490435461042,1.9732115053784125,378,False,True,False,0
9,1.994735173461654,150,16.156104024265,256,32,50,-98.91499523622292,438,19.717334572366536,2.030907696278341,0.013189542297178454,391.39207810116955,0.045699090551777684,16.956152098441343,4.795186850234638,430,True,True,False,0
2,2.3863498823691875,28,20.58869789979741,128,256,200,-68.44059609699644,155,13.143019359251884,3.829465369607126,0.04348088522593323,969.3950451017162,0.05964459846399919,15.225134725386102,2.428630358304913,175,True,True,False,0
3,2.781533458438358,28,29.83926636347004,128,256,50,-91.81917556287225,458,12.176583600946753,8.291128849469713,0.013156073179648042,920.5959536548295,0.15276063640174553,8.098836682588884,3.60745979066875,362,False,False,False,0
3,0.7039262455663606,28,10.79446210893311,128,64,50,-71.71982361259784,237,23.56571701998285,3.3954254744605885,0.013654154614657465,954.2534545968673,0.08031102684877042,6.657257300990279,3.9714129244575855,248,False,True,False,1
1,1.1979477474279245,60,29.551269231593956,128,32,400,-74.80434873096999,201,24.53224662225065,2.936085373414368,0.027096331516172613,843.1826118552715,0.042943963359852656,17.442360095073635,1.0916086458596492,447,True,False,False,1
8,0.4572480399912523,150,16.001768512189162,128,256,50,-99.32431788469087,433,24.87839285979463,8.428401800820746,0.015391913136779083,416.48296070251394,0.028693243576324162,15.432566540232925,4.835869384628985,177,False,False,False,0
6,2.9774505064751255,28,13.607730018040076,256,256,100,-81.85670915024482,276,21.84642660601952,9.883741276053733,0.04654678389770878,915.2887798865805,0.0721895058776407,13.625923382245523,2.3777652243494596,168,False,False,False,0
8,2.781002903772886,60,12.892532954507555,256,32,50,-69.94544163018486,268,19.952531041078856,6.011925311331692,0.02881135745052947,983.516055343344,0.035865923666597146,7.83924297452369,1.759115573724897,149,False,True,False,0
9,1.6198713908416789,100,10.681250298770378,128,256,200,-57.56967240506101,438,15.18595378289497,3.5024387350000534,0.03276603922618286,415.0641810474576,0.03971098638132832,14.0501744796763,4.402831166913993,498,True,False,True,0
5,2.526099883129264,100,23.089662130536322,256,32,200,-55.56789430817414,385,12.570974684871286,4.587093654400485,0.0471242435791235,334.500369387804,0.13993795495479133,5.469826778332397,3.8115971312936576,309,True,False,True,0
3,1.5628739318161267,28,15.456496817343236,256,256,100,-75.80750149833884,360,11.184708990493476,2.531172946452481,0.031210529025533944,592.2246635039992,0.013749098176997003,6.7825870159093915,1.3469730904934103,132,True,True,False,0
5,1.8707570640082791,100,34.73579414449079,128,32,200,-63.57887563502809,474,20.39946202827238,7.856985510016772,0.024143645838292743,268.436973339037,0.032335119708833224,9.678352247066368,1.4681783255070782,272,False,False,True,0
5,0.26737329634804985,150,24.360918896805146,512,64,200,-84.17727117332711,322,21.770851227690372,7.961266160404911,0.04188620423263328,129.3617992657422,0.17042944333048834,11.656074161167465,3.860767482614596,484,False,False,True,0
5,2.265811261490424,100,13.44713173390026,256,256,400,-82.89067971206713,298,22.396804786824703,8.87608893144245,0.02771400789900843,951.2480540042827,0.17053367615346812,6.808467437330005,1.2991330238363359,205,True,False,False,0
3,0.3831404509057045,100,27.219063520284134,512,64,100,-90.2768240408843,310,23.70647504955698,1.239423072369075,0.022738777024092216,933.1665691972773,0.07255626096507961,6.799102757863037,4.66870174049626,358,True,False,False,1
4,2.478202890757585,150,32.44358916274314,256,256,400,-71.90259450033804,386,23.198943454575605,6.057832074637413,0.03892917834422138,246.38846838590894,0.026711071590058512,15.888404908754532,3.966160547790533,424,True,True,False,0
9,2.3460842630111576,28,28.62948738424036,256,256,400,-84.27179245363173,279,24.996119083871392,2.9282989090886593,0.042064227064521724,466.9662222367475,0.14394436342336914,13.545791098002285,2.3419688238679552,475,True,True,False,0
9,2.126234093228929,28,11.910996525986192,128,128,50,-95.78145517807475,349,13.660960164508769,4.067947139431213,0.04166864670337086,847.932681945417,0.07842502067703613,13.006129711664975,2.451755116901353,336,False,False,True,0
2,0.10848114157428634,150,32.39710452981649,256,32,100,-65.74969566684106,330,21.449614228183158,8.064600537578567,0.04910697656514831,694.9002689387677,0.018638279168935908,11.78651742676325,3.0259843848164056,290,True,False,False,0
8,0.9093850678359858,150,29.84823464649912,64,64,50,-64.6123396197301,122,18.796892685621962,2.7283028712534656,0.04146667795499851,455.3087582536425,0.03998712644696172,19.648146595168456,2.4438776545941607,295,False,True,False,0
8,0.7893377097325286,150,13.957597502640358,64,64,50,-82.00037906104711,147,13.918676986803735,6.745075755229807,0.04079733743794745,769.7538974645371,0.036070814273164616,5.747004243415652,4.133874205753263,405,True,True,False,0
7,1.0804092224145574,100,11.29464721832042,128,64,400,-96.16383002719886,208,24.728579834304142,6.891095721012383,0.04429941014944881,907.3426493891718,0.12193210532725582,7.7094076424236615,4.898947776406462,364,False,True,False,0
8,0.2629282402915156,150,23.932764382857712,512,32,200,-78.6851141298287,395,23.468471571613783,9.586845234120705,0.010007407811817713,933.5424974732813,0.18064234088467665,14.71261636101856,3.3380860617527723,303,True,True,False,0
3,2.8108734690931882,60,13.900895283499423,512,128,100,-77.88322709748923,105,11.927735026661747,7.976448356760433,0.02449725644751083,440.9646507299701,0.16068368633145694,7.04548480776862,2.7841493106701156,180,True,True,False,0
6,1.6614067221371287,100,30.8647738148818,512,64,200,-66.56645575510535,137,10.392375134851298,8.23271632438324,0.03950412384137689,256.204612065537,0.1138380485532737,13.840714070137606,1.8910965610728687,476,True,True,False,0
1,0.9165729319740706,28,18.958366416791844,64,32,400,-84.22918043706582,268,20.32496143499015,5.784406741161041,0.0339887604444111,921.5549723745776,0.09020948133622121,13.5164183822162,3.6137336769912007,137,True,False,True,0
7,1.1909445512228503,28,32.82231111841438,512,256,400,-65.87003601093473,455,19.061959432848028,2.6810272644613358,0.017102880105264708,183.29990127492545,0.12754857472308434,19.56507775459463,3.7423074472615885,273,False,False,False,0
1,1.341607621514507,28,24.142204303525144,512,64,400,-56.42557291213058,382,24.03723436166719,4.830070291465164,0.022149323563541816,749.5195521053473,0.09432442078621535,18.250797305735333,3.740762428057455,354,True,False,False,1
9,1.8017830000818518,100,14.566809605991704,128,64,400,-88.12569788189,302,13.510079307405547,5.945406161606384,0.023471704443284273,226.4475833747215,0.05675883328950003,19.18330015651179,1.1079401434739693,363,False,True,False,0
1,1.5470382830894933,60,13.489971683995002,512,128,400,-51.054022194005015,424,11.265819218424806,7.1057732654234105,0.032713124446892644,450.44816920092296,0.13904751651693315,6.704035542109694,4.596488402641883,369,False,False,False,0
1,2.758175919643252,150,24.411810938943848,64,64,400,-80.68159314315966,412,13.888230006579796,6.469382006487345,0.04326393185764306,470.40017189052463,0.17591634969085101,18.022226558812832,2.3524262537167067,432,False,False,False,0
7,1.4908904487174908,150,29.047090296561098,64,64,200,-86.63706574264691,372,10.283914607671951,4.545800460255192,0.047299671191107194,242.88212360087502,0.0808453628293635,6.93635992592459,3.976663049926436,198,False,False,False,0
2,2.976474044469938,28,29.537641193554553,64,256,50,-78.92444087448547,343,10.538391267833987,3.387817962962573,0.040003696514145565,930.4132906059508,0.169892308861354,14.493982678159835,4.03922762840128,285,True,True,False,0
5,2.554274873235287,28,16.893935111032032,128,32,200,-95.28012620480705,426,23.722867088811395,2.514077588833148,0.0437180156070724,102.40135120835764,0.09190558883186319,15.801172410170034,3.6022199152489582,146,False,True,False,0
8,0.6255315430720074,100,15.106168972804188,128,32,100,-93.71470467439421,146,15.280248737528174,7.244608476450397,0.028803838338060647,904.4276888949676,0.08625382918889093,7.412802472239288,2.5794660925771686,182,False,False,False,0
8,2.7917856439317488,60,10.41890761230956,256,128,200,-79.27829765158343,348,16.16213501514521,6.808588068812365,0.025591012784891495,895.446391127937,0.015381627933935257,14.489890638943095,3.433536867266102,342,False,False,False,0
3,0.3490991936564283,150,26.979978780029235,512,256,400,-61.877773903045,178,10.275574818071567,7.1863521918202595,0.025708341285768682,385.26728832820146,0.14210299125980796,5.786907393679911,1.1607947650315062,336,True,True,False,0
7,2.4523491254735745,100,11.914206460838475,128,32,200,-54.98438802127546,209,14.0578267025777,4.352747075225154,0.03464154113359828,733.855842891348,0.16342547977162636,9.398991286142452,4.0475831687516255,148,True,False,True,0
3,1.1418698804297402,150,20.519030044148145,64,256,50,-66.75910046418645,112,22.070889756121467,3.361670403136705,0.01496946822223236,327.528020168484,0.1360758147161266,18.817377409011748,1.3983545933133557,409,True,False,False,0
6,2.6339229613352084,28,25.042054100457403,64,32,100,-94.73902223809151,494,19.232364395000786,7.837491958128328,0.03317976731161045,782.8962060285446,0.038758580764469266,7.575967443528038,2.587003703198407,376,True,False,True,0
6,2.604170070322351,150,33.42772362299193,128,256,200,-66.39901189097324,479,21.30670901629623,7.962826555498006,0.03660531440734902,605.0077676089691,0.029625758835002194,5.979049886754913,1.4144751506598663,155,False,False,False,0
3,2.4177762003528636,60,17.795053423894217,128,128,50,-68.2286039648514,464,16.708206111906776,5.100547365701566,0.027556349608249556,370.2029088228925,0.1188431628075225,11.65517299483189,4.348297783276378,423,False,False,True,0
7,2.370091308921184,60,16.244304061162993,128,64,200,-59.71180408533343,189,14.645938326269949,6.507136762905917,0.0481266870708467,460.21127827388915,0.08628808829507435,17.759273127909076,3.201209573743837,338,True,False,True,0
3,0.9140374172941224,28,26.35400385715246,256,128,100,-58.73756666739096,441,17.242151399925554,4.36167697808567,0.03432853089518301,720.8998590145632,0.09152857886226201,6.150085729524349,3.7638204806770896,412,False,False,True,1
8,0.24275784915375653,60,25.48097580133954,64,32,200,-56.589846211051054,447,14.846066026086268,7.31752480107826,0.01879997888946501,915.4877046794047,0.19388204688117147,10.333030478456127,3.730328679370452,147,False,True,False,0
4,1.2089405362954844,60,18.302744582703113,256,128,400,-79.29342427104508,379,22.58456645011102,8.52149436983084,0.02916865029734065,217.65386491054716,0.14754530752668243,18.49662251838989,4.366424926634018,147,False,False,True,0
1,0.520573544959526,100,33.20254588774466,256,64,200,-65.1067802323928,320,14.465105733892685,7.194099496020845,0.03701617748541176,614.2275727022414,0.08823967044947377,6.772333249166815,1.5302776133805387,457,True,False,True,0
4,2.084853266707385,150,31.12155818724082,512,128,50,-86.58748205388446,172,19.896454606796254,5.613243641624228,0.02294516498321916,328.3562795114057,0.013628863169925828,9.660027588679199,3.6389125616195366,247,True,False,True,0
7,1.0382991796133565,28,15.599563646627029,64,32,200,-50.033186000824784,333,12.054733334642918,5.127921635431333,0.013185664251560928,821.2350248879133,0.016478182592121353,16.676309173035555,3.3005362176146296,224,False,False,False,0
4,2.9268306025797446,28,15.978563635863079,64,32,50,-91.23328793115701,359,20.30299740602365,6.780876858781698,0.0333374253884354,163.21357528253296,0.14011270217271268,13.148164807082065,1.1235884902852615,247,True,False,True,0
6,1.922916232035996,28,22.807508672177015,128,128,100,-99.49427841695821,212,23.699495674000506,7.118298024411972,0.0479148067447872,720.0602111540528,0.16917036430837515,17.484997109503745,1.8056916352912102,152,True,False,False,0
9,2.4674416909030827,28,29.33930254326801,128,64,200,-92.5595642740912,145,19.128747319598624,6.0285649917208515,0.02940287942252695,257.4514123219268,0.14446349961443994,6.673930895731976,2.0702861655128832,280,True,False,True,0
1,0.3975740182255453,28,11.10100948471161,512,128,100,-61.20638552279367,373,18.397830700517158,6.624480475966555,0.04624436322588152,636.7468765629063,0.08711867299489783,18.80831257069584,1.2902255017166646,372,True,False,True,0
5,2.5860434468178677,60,27.333378843367665,256,64,100,-77.66081617458943,142,24.416774020324603,1.86929814245079,0.043400943534867766,852.1233284734228,0.015915790206808215,19.02367691772813,2.418879223595206,387,True,True,False,1
7,2.768271571540183,100,26.205897434552423,128,256,200,-77.62498760947858,307,19.410948329737696,9.56588964528094,0.015896511345359333,779.5725959095116,0.19380630974469365,7.329695302200595,1.1088100348619028,131,False,False,False,0
1,1.4611857564568078,28,15.787002397824706,128,64,50,-52.24885401941658,448,13.893256499096239,8.116957573588307,0.03832679687342283,777.6485989152735,0.19740385181003647,5.508131966101251,3.2127339690309182,270,True,False,True,0
4,1.8187588132529324,100,27.033825331033718,64,256,100,-54.018254598596286,202,14.385865357716106,4.365350827361055,0.02741862100287914,566.0607809682147,0.11437926477441104,19.84762072933353,1.8460038423191492,409,False,False,False,0
6,2.294429402708986,100,33.50457978130207,64,128,100,-84.44026310979955,223,20.579599638038907,6.06531349858267,0.020009853010517477,901.6710326647492,0.02342748329207006,12.233773884536365,2.1480124220367944,462,False,False,False,0
2,0.5245158817812376,60,11.169646124294212,128,64,200,-89.5470935609567,109,21.031548908382796,1.4259207712277921,0.03747753422666812,629.2946784177981,0.11278477612374871,13.58113106053147,4.641886504685136,473,True,True,False,1
5,1.5076982293903272,28,17.991301382301565,64,256,200,-57.575889503313014,428,14.552443476835228,1.3710503259915434,0.03970642874625686,925.7661716946135,0.1795443093419536,14.238571004998644,3.0112673964941017,347,False,True,False,0
1,1.1959890833169393,60,20.954417916658883,512,256,200,-54.69904644778184,286,15.180159668894953,3.2571850160076643,0.017195852749393552,591.8702120491758,0.13919724692436058,16.84502694170754,2.0760557249776634,454,False,True,False,1
6,0.43912197648674733,28,32.48150897311724,128,256,200,-72.92015386007566,130,24.865847631086304,7.207314781281609,0.04657778728224834,555.3690067180027,0.1467979538962176,17.179819535688768,3.393847032992265,287,False,True,False,0
6,1.1026032668745942,60,34.05653616522892,64,32,200,-68.52881444414497,255,11.529288243704162,8.669329730200104,0.04004588975805764,300.11771728928306,0.026144269112127368,7.9088783647966086,1.8066857394699825,203,True,True,False,0
4,0.2045169281564807,100,21.10288116240831,512,128,400,-87.15428576538534,159,16.06967542660149,6.032672919818635,0.04733501996567875,590.3079886271845,0.030237211036042273,8.549551109502898,1.2975827430567395,226,True,True,False,0
8,0.07743572084846095,28,28.75071030355478,64,256,200,-59.95986560107377,348,10.936712967962611,5.789194656241172,0.02268292875054764,226.52634812400728,0.0341962675114182,18.15249543419558,1.0836254176010747,307,False,True,False,0
4,0.4054988674644683,150,23.291525594112073,64,64,50,-68.39387857754885,486,22.316175429973615,4.6207858041231935,0.04757340062971947,882.7211811335909,0.1818315983955886,17.292764071258794,4.8061161815050255,254,True,True,False,1
8,2.8893453347675218,100,23.444573368534414,64,256,100,-74.82432443510017,473,11.385187584181484,2.4543816036221906,0.024740706313535234,708.302699837464,0.10991143089012452,14.26429072330933,3.898443296572465,159,True,False,True,0
8,1.6485886076850509,150,16.95248787665891,128,32,50,-96.99457219608021,369,20.110110346940665,2.065186911939288,0.01215879045709567,994.2719036436478,0.16039926831466833,19.920487386872747,4.19979259316953,392,True,False,False,1
5,2.89746648345966,100,15.423906146596988,256,128,50,-54.203251874442316,316,10.847251360052232,7.846117850988694,0.04051877554836093,182.8876850114708,0.03190533937788404,16.027759153269855,4.923670912715328,461,True,True,False,0
4,1.297493634990396,60,17.20013364810103,64,32,400,-69.2274289807797,498,20.09282556714537,9.34753196166918,0.038140325763533635,316.60547486075814,0.18625211404663305,8.237551521953733,4.726514813653758,140,False,True,False,0
2,0.9354483992557787,28,23.908200181426984,512,32,200,-90.3654452653516,101,22.645554203915548,5.124548947476458,0.0339164396905333,889.4427438395253,0.16601699738446996,17.699660964990173,3.9476527945500637,507,False,False,False,0
3,1.5184255885207323,100,10.728879650552225,128,32,100,-69.68069415084736,123,15.982322903860862,6.935010928440744,0.029595749775366963,455.72868979202593,0.05270518750731766,11.2209895455521,3.7759482792772774,479,True,False,True,0
3,1.3185350658987303,60,32.681223608910145,128,64,50,-66.12683228800134,305,17.831897401482653,9.23011885792847,0.011286610812905256,519.6726909837078,0.17609462432585118,5.542289908119338,2.3473999877415066,466,True,False,False,0
4,0.31699405278523174,28,13.907092738744407,512,128,200,-73.71148316583873,419,16.023126070079236,1.8110226964073008,0.034983890060806176,874.5866986488552,0.060054124285393765,9.821319167175059,1.4160690071804085,329,False,False,False,1
4,1.9224789440706187,28,15.502216921784663,64,128,200,-64.09491310219887,298,14.507331379489584,7.934333078071268,0.02667338460891175,569.6409024549571,0.04901457707442074,16.45326851089078,3.294890193470304,145,False,True,False,0
5,0.6481145475287988,100,22.95690441119116,256,64,400,-70.92730260356879,455,22.048951009406924,6.551351959380177,0.0324083761096378,274.1282644729313,0.06020634799432035,19.403093107797098,3.305013180354369,220,True,False,False,0
4,1.8587638646934888,28,27.752869158431984,64,128,400,-52.61152089839259,213,14.080038605964845,6.387734609468752,0.02717285367870545,902.8271038688029,0.1828914620217958,9.142046244547908,4.808949141662977,407,False,False,False,0
8,1.9506032771944601,100,12.393226368609932,512,32,400,-97.31514607003466,379,20.844151365841704,3.6328638563341284,0.048642245310607964,127.95549078073014,0.18396247724782522,8.697744866145726,2.7702832266468373,485,True,True,False,0
6,0.4560745593859443,28,17.942367438679057,128,128,100,-94.68771457652197,254,13.092956188828033,7.155040192999092,0.034164356046033885,905.8566408790989,0.07250919719071407,13.454248783974501,3.7632304972242734,443,True,True,False,0
6,0.18404888133200448,150,34.21686513935893,256,64,50,-91.316418152283,264,13.747806941174943,8.15317979338699,0.039969453224098686,145.46820400510123,0.14403249516796474,17.175258494936703,3.299882509586887,187,False,True,False,0
8,2.3422847582053192,60,16.55857416952364,128,32,400,-65.4914464697834,321,15.046917438658184,2.0157234844932743,0.04745387789884333,699.2644281401153,0.13839159848119484,16.1978852324142,1.707040916404197,341,False,True,False,1
7,1.3794012713079606,150,17.826253626578673,512,64,400,-67.72020636250957,190,18.837345660906823,5.801692878828854,0.03366397291666959,164.5114417078012,0.16324690010477663,13.399383538442247,3.368257231019667,227,True,False,False,0
8,0.17449138651642737,100,30.912462265450838,64,256,400,-55.3970569895153,266,16.816334787393117,1.911386628886687,0.010482500712896031,735.591687368559,0.0663368050270049,14.470845224217177,3.1604668374512803,128,True,False,False,1
2,2.9845989515093017,150,11.255360792261381,256,32,50,-63.35612735580508,306,21.177172147417306,8.853166173678801,0.011371667132421695,130.5741891996558,0.10692632296297636,8.631484359895161,2.975623975637422,170,False,False,True,0
9,0.1733416829890999,100,21.61532922022427,128,32,50,-74.58222562177039,381,13.203509505042884,5.568730503907125,0.038093537364074476,858.2119549397088,0.1368580506915745,11.48861397505026,3.053691734593899,438,True,False,True,0
1,2.0851056865756594,28,19.490419111291757,128,128,400,-50.40841037681849,164,10.160084317732512,8.271691203346816,0.021163405446051338,519.3495558369863,0.01498879557388215,8.830484397804499,1.655951887835482,295,False,False,False,0
8,2.9510367757902407,28,17.914668997716277,128,32,400,-86.69460219153504,475,21.6483620767783,4.312770738995928,0.03317518909391795,184.10852140199012,0.08158036161288137,18.266269622669565,2.8539109249226713,319,True,False,True,0
4,0.7175403126477768,100,17.142489851119112,64,64,200,-58.3404170107273,103,22.324740008201086,2.125704041346929,0.018091087243626756,736.1375005091295,0.14221878795892812,6.688317610482736,3.422613087286387,161,False,False,False,1
4,0.42674810606158853,150,12.28435262151023,256,128,400,-78.66048139030403,256,10.892202446625843,1.3734937394714033,0.020809955002468565,540.3611417533862,0.057993067692635354,15.19610836784556,2.9577967947421575,161,False,False,True,0
5,0.3641548182672867,28,17.87064573379122,64,256,100,-67.56324305621328,348,19.163612832375946,3.5335865869513796,0.030185642237923013,271.8539729878986,0.1919637803312326,8.904247957475352,2.954744780504589,303,False,True,False,0
8,0.9098254427027866,60,11.076310067891715,64,64,100,-63.6365764773783,356,15.67310175809617,3.198103303276707,0.049022778534243285,114.1051364998532,0.015730660586299402,12.133661145776996,1.3100708391719431,323,True,False,True,0
5,0.3031374330319401,28,29.524096591110883,64,256,400,-68.31229564048319,334,21.908434827917752,6.043167766179657,0.034650819568367665,476.1984337529835,0.19203656564161034,9.491191703699492,1.7630966080668786,285,True,True,False,0
8,2.0764840250823955,60,19.95569484895029,512,256,50,-92.97463484457033,405,23.116218312947176,1.1956495425733662,0.04744592418052093,177.066307655682,0.05118513492197601,9.848679755892075,2.2838907711020027,372,False,True,False,0
1,0.18687539439018808,150,21.09759580799779,512,256,200,-77.85244946260336,465,22.76505650195874,5.68513489869256,0.048375194175477906,184.75272842251348,0.0192761879658203,8.90589520416533,2.6773879757036263,493,True,True,False,0
9,1.5282663844493691,60,32.33986466125329,512,32,50,-71.92808110334379,494,21.65806371026278,4.5259456781080285,0.018324399856820297,340.59659352640915,0.06557006631247592,16.29189381793158,3.375749775434417,467,False,True,False,0
6,2.9900905615589304,60,26.451374596530517,256,64,400,-57.54781204107016,173,14.035783431132444,6.194100429229979,0.02244774409875778,667.4124675181819,0.1593936383851428,10.485737857685706,4.453380418092243,473,False,False,True,0
3,2.4419108085180565,60,10.201477583552995,64,64,100,-77.81771256007139,286,22.17834465352475,7.321757753353282,0.04079969124874817,576.9195477048543,0.1529639812251301,15.89535526571124,1.6366589523546158,462,True,False,False,0
8,1.8456583146930328,60,33.579370574032126,64,32,200,-54.06263475978743,161,18.00217713859439,6.706827505718551,0.04467056009165376,162.08857743281254,0.04967967912033049,11.841048951560191,1.0603521208427797,198,True,True,False,0
9,0.918760862359835,28,15.92861164944278,512,128,50,-77.98128884873947,436,10.791349222481362,9.861799324360296,0.030769069767581113,971.5881483032229,0.047390125382441896,13.208690631504309,2.796948523103663,454,False,False,True,0
6,1.8716875088749154,60,12.690354618996471,64,256,50,-72.56100703684942,263,16.854082748473736,2.2443880948918395,0.04972904269122197,898.451819465132,0.13209018400286274,13.14931213570231,2.7284115896465124,241,True,True,False,1
7,1.581124391734955,28,29.203204459522055,64,64,400,-60.18571585285995,155,24.1323687554499,4.867633080368007,0.010462887950210812,333.3029384306424,0.09703571103838879,19.63778119015383,3.2076048739806895,412,True,False,True,0
1,1.2782501516711144,60,22.511932896667954,128,32,200,-70.84661577889281,210,23.31789024603329,4.8234766297898,0.021983706223408624,210.10471836592714,0.16053509113287143,10.505936835664269,4.332887085486002,270,False,False,True,0
5,0.3921311302205984,100,20.84426415045044,64,256,100,-51.98909638085877,317,11.53396421495674,4.753478833326286,0.034926470149783194,948.1625782812912,0.014585227951585181,8.115261430963963,4.209442203929912,224,False,False,True,0
5,2.6598126457214004,150,16.237576992068544,128,128,400,-66.98320847429362,339,21.161900285715554,6.974185528384015,0.02877159643749931,515.0276000926299,0.1259782535445085,18.676879105499033,1.4001731377200448,436,True,False,False,0
4,1.3493539464639674,60,23.686787246557966,64,128,200,-73.86452729661994,120,22.08689298937352,5.408452544920502,0.014664118657152031,380.0502682942922,0.14882768232557642,7.622589339733599,4.735981466706695,447,False,False,True,0
6,0.5838675354622952,100,16.859615130064686,256,256,50,-98.8204016109602,240,14.070822823551472,5.656893038316668,0.024711483419222545,541.3222316486687,0.19874336128544712,17.516342687665173,1.4416575786977788,339,False,False,True,0
7,1.1032780526318688,60,32.539575132176694,512,128,400,-79.31335512098352,364,17.074128561116385,4.891203929320882,0.011017885731801562,795.469730091771,0.13896852190500092,7.253223432003887,3.5382820341369445,444,True,False,False,1
9,1.242389257586781,60,15.38011199332982,128,64,50,-85.03757903699199,238,20.664819121955244,9.925295149167063,0.035709841843011174,251.54676847274905,0.0540505797444936,14.880865013411094,3.6896251743823028,312,False,False,False,0
1,2.4826136867006228,60,32.10887876139384,512,64,50,-62.594716605625536,169,16.585622332317218,9.34805213937138,0.04570970171985421,790.7462501583765,0.03055537702720737,7.258112198968041,3.7195099488923526,332,False,False,True,0
6,2.200843141684206,100,23.985135643183924,128,64,400,-89.5861162423227,484,11.691953782998654,3.7695177042793384,0.04539496495133836,774.5021091404789,0.13177418718237432,18.84628728859144,2.0614046867015636,491,True,False,False,0
7,2.3079146809240196,150,30.712203347381024,128,128,400,-89.7389956352964,217,20.588236670225825,2.0043453229000048,0.03798177895062186,585.4133843567918,0.10940478282846103,13.475124239792468,2.3213803670599678,343,True,True,False,1
3,0.03309379328594164,100,27.821149896523874,128,64,400,-90.52404783813117,297,23.67458034602955,8.557882516347426,0.0286308078199171,879.2580598746235,0.18083760480455313,9.939107587101313,3.1947075005975876,373,False,True,False,0
8,1.2484619945392845,150,27.417377785918713,256,32,400,-93.71921934218821,304,19.78727092609236,9.97453226283152,0.030481264747659588,218.9290403528745,0.14805552402444225,7.104841624453924,1.7983499832003935,366,False,False,False,0
